node_id,node_name,model,skill,source_url,list_page_url,detail_url,company_name,main_products,fit_export,quality_system,region,contact_action,company_intro,company_type,org_code,established_date,registered_capital,legal_representative,news_summary,status,error_message
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=7,https://www.chinaautosupplier.com/company.php?mid=42932,加特兰微电子科技(上海)有限公司,毫米波雷达芯片,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、高新技术企业,上海,主要产品 全部产品 毫米波雷达芯片 企业简介 公司性质： 其他 机构代码： 913100000879390282 成立日期： 2014-02-14 注册资本： 注册资本1214.7099万元 法人代表： 陈嘉澍 单位,新闻发布,其他 机构代码： 913100000879390282 成立日期： 2014-02-14 注册资本： 注册资本1214.7099万元 法人代表： 陈嘉澍 单位人,913100000879390282,2014-02-14 注册资本： 注册资本1214.7099万元 法人代表： 陈嘉澍 单位人数： 189 质量体系： I,"注册资本1214.7099万元 法人代表： 陈嘉澍 单位人数： 189 质量体系： ISO 9001、高新技术企业 注册商标： CAL-SNAPPER,CALY",陈嘉澍 单位人数： 189 质量体系： ISO 9001、高新技术企业 注册商标,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=7,https://www.chinaautosupplier.com/company.php?mid=67509,珠海上富电技股份有限公司,超声波系列（传感器、显示器、蜂鸣器、控制盒、泊车系统），微波雷达系列（盲点侦测预警系统、停车开门预警系统、换道辅助预警系统、前方碰撞预警系统、倒车侧方预警系统、长距离倒车...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、IATF 16949,广东,主要产品 全部产品 超声波系列（传感器、显示器、蜂鸣器、控制盒、泊车系统），微波雷达系列（盲点侦测预警系统、停车开门预警系统、换道辅助预警系统、前方碰撞预警系统、倒车侧方预警系统、长距离倒车预警系统、自动驾驶毫米波雷达），汽车智能驾驶传感器,新闻发布,股份制 机构代码： 91440400617512022G 成立日期： 1993-02-18 注册资本： 注册资本10595.9847万元 法人代表： 董贵滨 单,91440400617512022G,1993-02-18 注册资本： 注册资本10595.9847万元 法人代表： 董贵滨 单位人数： 572 质量体系：,注册资本10595.9847万元 法人代表： 董贵滨 单位人数： 572 质量体系： ISO 9001、IATF 16949 联系方式 法人代表： 董贵滨 地址,董贵滨 单位人数： 572 质量体系： ISO 9001、IATF 16949,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=7,https://www.chinaautosupplier.com/company.php?mid=78265,上海莫吉娜智能信息科技有限公司,中长距离前向毫米波雷达，短距离侧向毫米波雷达，77GHz中长距/短距毫米波雷达,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,,上海莫吉娜智能信息科技有限公司 上海莫吉娜智,主要产品 全部产品 中长距离前向毫米波雷达，短距离侧向毫米波雷达，77GHz中长距/短距毫米波雷达 企业简介 莫吉娜智能是一家传感器硬件和核心算法开发商，致力于设计、开发自动驾驶和智能交通，旗下包含交通雷达测速仪、车,新闻发布,民营 机构代码： 91310101301465573H 成立日期： 2014-05-27 注册资本： 注册资本1111.1111万元 法人代表： 叶峰 联系方式,91310101301465573H,2014-05-27 注册资本： 注册资本1111.1111万元 法人代表： 叶峰 联系方式 法人代表： 叶峰 地址：,注册资本1111.1111万元 法人代表： 叶峰 联系方式 法人代表： 叶峰 地址： 上海市徐汇区零陵路583号9楼115室 邮编： 200030 (更多联系方,叶峰 联系方式 法人代表： 叶峰 地址： 上海市徐汇区零陵路583号9楼115室,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=7,https://www.chinaautosupplier.com/company.php?mid=41148,芜湖森思泰克智能科技有限公司,毫米波与激光雷达传感器智能产品，主要面向车载安全与自动驾驶、智能交通与智慧停车、安防监控、无人机等领域,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 14001、ISO 45001、高新技术企业,安徽,主要产品 全部产品 毫米波与激光雷达传感器智能产品，主要面向车载安全与自动驾驶、智能交通与智慧停车、安防监控、无人机等领域 企业简介 公司性质： 民营 机构代码： 913402003488091424 成立日期： 2,新闻发布,民营 机构代码： 913402003488091424 成立日期： 2015-07-08 注册资本： 注册资本550万元 法人代表： 礼攀 单位人数： 188,913402003488091424,2015-07-08 注册资本： 注册资本550万元 法人代表： 礼攀 单位人数： 188 质量体系： IATF 169,注册资本550万元 法人代表： 礼攀 单位人数： 188 质量体系： IATF 16949、ISO 14001、ISO 45001、高新技术企业 注册商标： S,礼攀 单位人数： 188 质量体系： IATF 16949、ISO 14001、,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=7,https://www.chinaautosupplier.com/company.php?mid=71613,福建中科云杉信息技术有限公司,车载应用领域，成像77GHz调相连续波（PMCW）毫米波雷达系列产品，包括超远视距的前视雷达、宽角中距雷达和角雷达，用于高级辅助驾驶及自动驾驶领域；智慧交通领域，通过雷达对车体、...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001,福建,主要产品 全部产品 车载应用领域，成像77GHz调相连续波（PMCW）毫米波雷达系列产品，包括超远视距的前视雷达、宽角中距雷达和角雷达，用于高级辅助驾驶及自动驾驶领域,新闻发布,三资 机构代码： 91350200MA3356Y13T 成立日期： 2019-08-20 注册资本： 1562.5万元人民币 法人代表： YUANCHENG C,91350200MA3356Y13T,2019-08-20 注册资本： 1562.5万元人民币 法人代表： YUANCHENG CHRIS PAN 质量体系：,1562.5万元人民币 法人代表： YUANCHENG CHRIS PAN 质量体系： ISO 9001 联系方式 法人代表： YUANCHENG CHRIS,YUANCHENG CHRIS PAN 质量体系： ISO 9001 联系方式,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=7,https://www.chinaautosupplier.com/company.php?mid=69824,苏州安智汽车零部件有限公司,产品矩阵覆盖77GHz毫米波雷达系统、单目智能摄像头系统，以及传感器融合系统等软硬件一体化方案，并与多家国内主流整车厂协同，深度构建高可靠、高稳定性以及高度适应复杂工况环境的...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,"ts Co., Ltd 收藏企业 主要产品 企业简介 新闻发布 联系方式 主要产品 全部产品 产品矩阵覆盖77GHz毫米波雷达系统、单目智能摄像头系统，以及传感器融合系统等软硬件一体化方案，并与多家国内主流整车厂协同，深度构建高可靠、高稳",江苏,主要产品 全部产品 产品矩阵覆盖77GHz毫米波雷达系统、单目智能摄像头系统，以及传感器融合系统等软硬件一体化方案，并与多家国内主流整车厂协同，深度构建高可靠、高稳定性以及高度适应复杂工况环境的前装ADAS产品 企业简介 -,新闻发布,民营 机构代码： 913205073236655760 成立日期： 2015-01-08 注册资本： 注册资本299.1411万元 法人代表： 郭健 联系方式,913205073236655760,2015-01-08 注册资本： 注册资本299.1411万元 法人代表： 郭健 联系方式 法人代表： 郭健 地址： 江,注册资本299.1411万元 法人代表： 郭健 联系方式 法人代表： 郭健 地址： 江苏省苏州市姑苏区金阊街道姑苏云谷5号楼2楼A区 邮编： 215008 (更,郭健 联系方式 法人代表： 郭健 地址： 江苏省苏州市姑苏区金阊街道姑苏云谷5号,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=7,https://www.chinaautosupplier.com/company.php?mid=77761,大陆芯智驾(上海)智能科技有限公司,智能座舱、摄像头，毫米波雷达、车规级8百万像素智能前视摄像头一体机MFC5J3,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,,上海)智能科技有限公司 大陆芯智驾(上海)智,主要产品 全部产品 智能座舱、摄像头，毫米波雷达、车规级8百万像素智能前视摄像头一体机MFC5J3 企业简介 公司性质： 三资 机构代码： 91310000MA7GKKMC66 成立日期： 2022-01-17,新闻发布,三资 机构代码： 91310000MA7GKKMC66 成立日期： 2022-01-17 注册资本： 29242万元人民币 法人代表： JÜRGEN BRAND,91310000MA7GKKMC66,2022-01-17 注册资本： 29242万元人民币 法人代表： JÜRGEN BRANDL 联系方式 法人代表： J,29242万元人民币 法人代表： JÜRGEN BRANDL 联系方式 法人代表： JÜRGEN BRANDL 地址： 上海市嘉定工业区叶城路925号B区4幢J,JÜRGEN BRANDL 联系方式 法人代表： JÜRGEN BRANDL 地,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=7,https://www.chinaautosupplier.com/company.php?mid=67532,纵目科技(湖州)有限公司,毫米波雷达、智能驾驶辅助系统（360°环视、自动泊车辅助系统）控制器,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 14001、ISO 45001,浙江,主要产品 全部产品 毫米波雷达、智能驾驶辅助系统（360°环视、自动泊车辅助系统）控制器 企业简介 纵目科技成立于2013年，是中国领先的自动驾驶（AD）和高级驾驶辅助系统（ADAS）技术及产品供应商,新闻发布,民营 机构代码： 91330501MA2D165G73 成立日期： 2019-12-25 注册资本： 注册资本5000万元 法人代表： RUI TANG 单位人,91330501MA2D165G73,2019-12-25 注册资本： 注册资本5000万元 法人代表： RUI TANG 单位人数： 78 质量体系： IA,注册资本5000万元 法人代表： RUI TANG 单位人数： 78 质量体系： IATF 16949、ISO 14001、ISO 45001 联系方式 法人代,RUI TANG 单位人数： 78 质量体系： IATF 16949、ISO 1,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=8,https://www.chinaautosupplier.com/company.php?mid=71373,杭州睿达智感科技有限公司,毫米波雷达传感器及系统，应用于车载安全、智慧停车、智能硬件、无人机、智慧交通、安防系统等领域,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,,浙江,主要产品 全部产品 毫米波雷达传感器及系统，应用于车载安全、智慧停车、智能硬件、无人机、智慧交通、安防系统等领域 企业简介 公司性质： 民营 机构代码： 91330110MA2807X15L 成立日期： 2016-1,新闻发布,民营 机构代码： 91330110MA2807X15L 成立日期： 2016-11-24 注册资本： 1000万元人民币 法人代表： 黄正亮 联系方式 法人代表,91330110MA2807X15L,2016-11-24 注册资本： 1000万元人民币 法人代表： 黄正亮 联系方式 法人代表： 黄正亮 地址： 杭州市余,1000万元人民币 法人代表： 黄正亮 联系方式 法人代表： 黄正亮 地址： 杭州市余杭区仓前街道文一西路1218号38幢1单元101室 邮编： 311100,黄正亮 联系方式 法人代表： 黄正亮 地址： 杭州市余杭区仓前街道文一西路121,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=8,https://www.chinaautosupplier.com/company.php?mid=75984,浙江华锐捷技术有限公司,产品涵盖车载相机、ADAS域控制器、车载雷达（自动泊车雷达、倒车雷达、前防撞雷达、盲区角雷达）、车载主机（汽车行驶记录仪、360环视终端、车载硬盘录像机）、车载显控（公交调度屏...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 9001、ISO 14001、GB/T 29490,浙江华锐捷技术有限公司 浙江华锐捷技术有限公,主要产品 全部产品 产品涵盖车载相机、ADAS域控制器、车载雷达（自动泊车雷达、倒车雷达、前防撞雷达、盲区角雷达）、车载主机（汽车行驶记录仪、360环视终端、车载硬盘录像机）、车载显控（公交调度屏、出租车多媒体屏）、车载配件（车载对讲终端等,新闻发布,民营 机构代码： 91330000MA27U1994N 成立日期： 2020-03-04 注册资本： 注册资本15000万元 法人代表： 傅利泉 单位人数： 3,91330000MA27U1994N,2020-03-04 注册资本： 注册资本15000万元 法人代表： 傅利泉 单位人数： 309 质量体系： ISO 9,注册资本15000万元 法人代表： 傅利泉 单位人数： 309 质量体系： ISO 9001、ISO 14001、GB/T 29490 联系方式 法人代表： 傅,傅利泉 单位人数： 309 质量体系： ISO 9001、ISO 14001、G,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=8,https://www.chinaautosupplier.com/company.php?mid=70353,深圳市中天迅通信技术股份有限公司,天线及模组(毫米波天线、WIFI 6E/WIFI 7天线、低轨卫星通信天线)，音频BOX，摄像头模组，滤波器一体化模组，UWB模组，成品音响等,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 45001、ISO 9001,广东,主要产品 全部产品 天线及模组(毫米波天线、WIFI 6E/WIFI 7天线、低轨卫星通信天线)，音频BOX，摄像头模组，滤波器一体化模组，UWB模组，成品音响等 企业简介 公司性质： 股份制 机构代码： 91440,新闻发布,股份制 机构代码： 91440300306263823P 成立日期： 2014-06-13 注册资本： 注册资本5441.72万元 法人代表： 苏永红 质量体系,91440300306263823P,2014-06-13 注册资本： 注册资本5441.72万元 法人代表： 苏永红 质量体系： ISO 45001、ISO,注册资本5441.72万元 法人代表： 苏永红 质量体系： ISO 45001、ISO 9001 联系方式 法人代表： 苏永红 地址： 广东省深圳市前海深港合作,苏永红 质量体系： ISO 45001、ISO 9001 联系方式 法人代表：,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=8,https://www.chinaautosupplier.com/company.php?mid=43217,苏州豪米波技术有限公司,专注于智能驾驶核心传感器毫米波雷达的生产和制造，包括24GHz/77GHz/79GHz盲区监测系统和前向碰撞预警系统，自动泊车（77GHz/79GHz角雷达），汽车智能驾驶集成控制算法系统等,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,高新技术企业,江苏,主要产品 全部产品 专注于智能驾驶核心传感器毫米波雷达的生产和制造，包括24GHz/77GHz/79GHz盲区监测系统和前向碰撞预警系统，自动泊车（77GHz/79GHz角雷达），汽车智能驾驶集成控制算法系统等 企业简介 -,新闻发布,民营 机构代码： 91320583MA1MJWP09L 成立日期： 2016-04-25 注册资本： 注册资本1521.5969万元 法人代表： BAI JIE,91320583MA1MJWP09L,2016-04-25 注册资本： 注册资本1521.5969万元 法人代表： BAI JIE 质量体系： 高新技术企业,"注册资本1521.5969万元 法人代表： BAI JIE 质量体系： 高新技术企业 注册商标： 豪米波,好米波,RADATEH,ADASTEH 联系方式 法人","BAI JIE 质量体系： 高新技术企业 注册商标： 豪米波,好米波,RADAT",会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=8,https://www.chinaautosupplier.com/company.php?mid=50901,辉创电子科技(苏州)有限公司,车道偏移警示系统LDWS、行车影音记录器DVR、抬头显示器、毫米波盲区侦测系统、胎压检测系统TPMS、车侧安全眼；倒车雷达PAS、车用摄影头、环车鸟瞰影像系统、自动停车辅助系统；汽车防...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 45001、高新技术企业,江苏,主要产品 全部产品 车道偏移警示系统LDWS、行车影音记录器DVR、抬头显示器、毫米波盲区侦测系统、胎压检测系统TPMS、车侧安全眼,新闻发布,三资 机构代码： 91320505718581860T 成立日期： 2000-03-01 注册资本： 注册资本910万美元 法人代表： 江世丰 单位人数： 44,91320505718581860T,2000-03-01 注册资本： 注册资本910万美元 法人代表： 江世丰 单位人数： 442 质量体系： ISO 45,注册资本910万美元 法人代表： 江世丰 单位人数： 442 质量体系： ISO 45001、高新技术企业 注册商标： WHETRON 联系方式 法人代表： 江,江世丰 单位人数： 442 质量体系： ISO 45001、高新技术企业 注册商,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=8,https://www.chinaautosupplier.com/company.php?mid=36566,同致电子科技(厦门)有限公司,高组辅助驾驶系统（ADAS）解决方案及各种车用电子产品，包括超声波倒车辅助系统、自动泊车系统、多功能型电子后视镜、车用摄像头CCD/CMOS、电子防炫后视镜、免钥匙进入系统、无线胎压...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、ISO 45001、ISO 14001、高新技术企业,福建,主要产品 全部产品 高组辅助驾驶系统（ADAS）解决方案及各种车用电子产品，包括超声波倒车辅助系统、自动泊车系统、多功能型电子后视镜、车用摄像头CCD/CMOS、电子防炫后视镜、免钥匙进入系统、无线胎压侦测系统、多功能抬头显示器、毫米波雷达,新闻发布,三资 机构代码： 91350200612006884N 成立日期： 1990-08-15 注册资本： 注册资本3400万美元 法人代表： 陈圣儒 单位人数： 1,91350200612006884N,1990-08-15 注册资本： 注册资本3400万美元 法人代表： 陈圣儒 单位人数： 1357 经营期限： 1990,注册资本3400万美元 法人代表： 陈圣儒 单位人数： 1357 经营期限： 1990-08-15 至 2030-08-14 质量体系： IATF 16949、,陈圣儒 单位人数： 1357 经营期限： 1990-08-15 至 2030-0,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=8,https://www.chinaautosupplier.com/company.php?mid=78296,纵目科技(厦门)有限公司,自主泊车系统，高级驾驶辅助系统，智能传感器（超声波雷达、毫米波雷达）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949,福建省厦门市软件园三期诚毅大街339号20层04单元 邮编： 361008 (更多联系方式请) 在线留言 我希望了解贵企业更多信息： 在线反馈 * 联系人 * 联系电话 QQ 微信,主要产品 全部产品 自主泊车系统，高级驾驶辅助系统，智能传感器（超声波雷达、毫米波雷达） 企业简介 纵目科技成立于2013年，总部位于上海张江国际科创中心，在上海、北京、厦门、深圳、重庆、美国密西根Novi市以及德国,新闻发布,民营 机构代码： 91350200MA2Y0WRD7Y 成立日期： 2017-02-23 注册资本： 注册资本30000万元 法人代表： RUI TANG 单位,91350200MA2Y0WRD7Y,2017-02-23 注册资本： 注册资本30000万元 法人代表： RUI TANG 单位人数： 208 质量体系：,注册资本30000万元 法人代表： RUI TANG 单位人数： 208 质量体系： IATF 16949 注册商标： 越亚 联系方式 法人代表： RUI TA,RUI TANG 单位人数： 208 质量体系： IATF 16949 注册商标,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=8,https://www.chinaautosupplier.com/company.php?mid=36572,同致电子科技(昆山)有限公司,高组辅助驾驶系统（ADAS）解决方案及各种车用电子产品，包括超声波传感器模组、车用摄像头模组、毫米波雷达感测模组、发动机电子防盜系統、车身控制模组、无钥匙启动系统、胎压侦测系...,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 14001、高新技术企业,江苏,主要产品 全部产品 高组辅助驾驶系统（ADAS）解决方案及各种车用电子产品，包括超声波传感器模组、车用摄像头模组、毫米波雷达感测模组、发动机电子防盜系統、车身控制模组、无钥匙启动系统、胎压侦测系统、智能车内后视镜、自动泊车系统等 企业简介,新闻发布,三资 机构代码： 91320583789932285Q 成立日期： 2006-06-30 注册资本： 注册资本1580万美元 法人代表： 陈圣儒 单位人数： 3,91320583789932285Q,2006-06-30 注册资本： 注册资本1580万美元 法人代表： 陈圣儒 单位人数： 382 经营期限： 2006-,注册资本1580万美元 法人代表： 陈圣儒 单位人数： 382 经营期限： 2006-06-30 至 2056-06-29 质量体系： ISO 14001、高新,陈圣儒 单位人数： 382 经营期限： 2006-06-30 至 2056-06,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=8,https://www.chinaautosupplier.com/company.php?mid=78046,苏州承泰科技有限公司,毫米波雷达,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,ISO 14001、ISO 9001,江苏省苏州市相城区高铁新城太阳路2266号5幢(1号楼)901室 邮编： 215133 (更多联系方式请) 在线留言 我希望了解贵企业更多信息： 在线反馈 * 联系人 * 联系电话,主要产品 全部产品 毫米波雷达 企业简介 公司性质： 民营 机构代码： 91320507MA2434378X 成立日期： 2020-12-16 注册资本： 注册资本3000万元 法人代表： 陈承文 质量体系： ISO,新闻发布,民营 机构代码： 91320507MA2434378X 成立日期： 2020-12-16 注册资本： 注册资本3000万元 法人代表： 陈承文 质量体系： IS,91320507MA2434378X,2020-12-16 注册资本： 注册资本3000万元 法人代表： 陈承文 质量体系： ISO 14001、ISO 90,注册资本3000万元 法人代表： 陈承文 质量体系： ISO 14001、ISO 9001 联系方式 法人代表： 陈承文 地址： 江苏省苏州市相城区高铁新城太阳,陈承文 质量体系： ISO 14001、ISO 9001 联系方式 法人代表：,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
,供应商信息来源（选择）,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366,https://www.chinaautosupplier.com/category.php?cid=107&pid=226&catid=366&page=8,https://www.chinaautosupplier.com/company.php?mid=40162,芜湖易来达雷达科技有限公司,汽车毫米波雷达(车载雷达、交通雷达）,三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,IATF 16949、高新技术企业,安徽,主要产品 全部产品 汽车毫米波雷达(车载雷达、交通雷达） 企业简介 公司性质： 民营 机构代码： 91340200MA2N9QE78D 成立日期： 2016-12-26 注册资本： 注册资本6500万元 法人代表：,新闻发布,民营 机构代码： 91340200MA2N9QE78D 成立日期： 2016-12-26 注册资本： 注册资本6500万元 法人代表： Chen Zejian,91340200MA2N9QE78D,2016-12-26 注册资本： 注册资本6500万元 法人代表： Chen Zejian 单位人数： 50 质量体系：,"注册资本6500万元 法人代表： Chen Zejian 单位人数： 50 质量体系： IATF 16949、高新技术企业 注册商标： ERADAR,易来达 联",Chen Zejian 单位人数： 50 质量体系： IATF 16949、高新,会展 采购 配套 出口 三资 供应商 资讯 产品 配套 出口 三资 企业 产品 配套 出口 三资,success,
